CONTAINER ID,NAME,CPU %,MEM USAGE (B),MEM LIMIT (B),MEM %,NETWORK IN (kB),NETWORK OUT (kB),BLOCK IN (kB),BLOCK OUT (kB),PIDS
4792b602a5f2,sfe_laptop,67.57%,119MiB,1.938GiB,5.99%,41.7MB,41.2MB,90.1kB,2.45MB,12
3c8ef68fae4f,sfe_drone,103.28%,116MiB,1.938GiB,5.84%,41.2MB,41.7MB,86kB,2.27MB,11
4792b602a5f2,sfe_laptop,67.57%,119MiB,1.938GiB,5.99%,41.7MB,41.2MB,90.1kB,2.45MB,12
3c8ef68fae4f,sfe_drone,105.48%,125.1MiB,1.938GiB,6.30%,41.3MB,41.8MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,105.62%,127.9MiB,1.938GiB,6.45%,41.8MB,41.3MB,90.1kB,2.45MB,6
3c8ef68fae4f,sfe_drone,105.48%,125.1MiB,1.938GiB,6.30%,41.3MB,41.8MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,105.62%,127.9MiB,1.938GiB,6.45%,41.8MB,41.3MB,90.1kB,2.45MB,6
3c8ef68fae4f,sfe_drone,99.60%,125.1MiB,1.938GiB,6.30%,41.3MB,41.8MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,100.10%,127.9MiB,1.938GiB,6.45%,41.8MB,41.3MB,90.1kB,2.45MB,6
3c8ef68fae4f,sfe_drone,99.60%,125.1MiB,1.938GiB,6.30%,41.3MB,41.8MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,100.10%,127.9MiB,1.938GiB,6.45%,41.8MB,41.3MB,90.1kB,2.45MB,6
3c8ef68fae4f,sfe_drone,106.64%,134.4MiB,1.938GiB,6.77%,41.4MB,41.9MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,77.13%,142MiB,1.938GiB,7.15%,41.9MB,41.4MB,90.1kB,2.45MB,6
3c8ef68fae4f,sfe_drone,106.64%,134.4MiB,1.938GiB,6.77%,41.4MB,41.9MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,77.13%,142MiB,1.938GiB,7.15%,41.9MB,41.4MB,90.1kB,2.45MB,6
3c8ef68fae4f,sfe_drone,85.49%,134.4MiB,1.938GiB,6.77%,41.4MB,41.9MB,86kB,2.27MB,7
4792b602a5f2,sfe_laptop,100.25%,142MiB,1.938GiB,7.15%,41.9MB,41.4MB,90.1kB,2.45MB,6
3c8ef68fae4f,sfe_drone,85.49%,134.4MiB,1.938GiB,6.77%,41.4MB,41.9MB,86kB,2.27MB,7
4792b602a5f2,sfe_laptop,100.25%,142MiB,1.938GiB,7.15%,41.9MB,41.4MB,90.1kB,2.45MB,6
3c8ef68fae4f,sfe_drone,50.77%,143.6MiB,1.938GiB,7.24%,41.5MB,41.9MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,106.28%,151.3MiB,1.938GiB,7.62%,41.9MB,41.5MB,90.1kB,2.45MB,6
3c8ef68fae4f,sfe_drone,50.77%,143.6MiB,1.938GiB,7.24%,41.5MB,41.9MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,106.28%,151.3MiB,1.938GiB,7.62%,41.9MB,41.5MB,90.1kB,2.45MB,6
3c8ef68fae4f,sfe_drone,88.02%,153MiB,1.938GiB,7.71%,41.6MB,42MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,106.64%,160.6MiB,1.938GiB,8.09%,42MB,41.6MB,90.1kB,2.46MB,6
3c8ef68fae4f,sfe_drone,88.02%,153MiB,1.938GiB,7.71%,41.6MB,42MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,106.64%,160.6MiB,1.938GiB,8.09%,42MB,41.6MB,90.1kB,2.46MB,6
3c8ef68fae4f,sfe_drone,83.60%,162.3MiB,1.938GiB,8.18%,41.7MB,42.1MB,86kB,2.27MB,7
4792b602a5f2,sfe_laptop,110.71%,169.8MiB,1.938GiB,8.56%,42.1MB,41.7MB,90.1kB,2.46MB,6
3c8ef68fae4f,sfe_drone,83.60%,162.3MiB,1.938GiB,8.18%,41.7MB,42.1MB,86kB,2.27MB,7
4792b602a5f2,sfe_laptop,110.71%,169.8MiB,1.938GiB,8.56%,42.1MB,41.7MB,90.1kB,2.46MB,6
3c8ef68fae4f,sfe_drone,101.75%,172MiB,1.938GiB,8.66%,41.8MB,42.3MB,86kB,2.27MB,11
4792b602a5f2,sfe_laptop,112.23%,179.5MiB,1.938GiB,9.04%,42.3MB,41.8MB,90.1kB,2.46MB,12
3c8ef68fae4f,sfe_drone,101.75%,172MiB,1.938GiB,8.66%,41.8MB,42.3MB,86kB,2.27MB,11
4792b602a5f2,sfe_laptop,112.23%,179.5MiB,1.938GiB,9.04%,42.3MB,41.8MB,90.1kB,2.46MB,12
3c8ef68fae4f,sfe_drone,100.53%,180.9MiB,1.938GiB,9.12%,41.9MB,42.3MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,100.19%,188.5MiB,1.938GiB,9.50%,42.3MB,41.9MB,90.1kB,2.46MB,6
3c8ef68fae4f,sfe_drone,100.53%,180.9MiB,1.938GiB,9.12%,41.9MB,42.3MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,100.19%,188.5MiB,1.938GiB,9.50%,42.3MB,41.9MB,90.1kB,2.46MB,6
3c8ef68fae4f,sfe_drone,106.66%,190.2MiB,1.938GiB,9.58%,41.9MB,42.4MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,48.84%,197.8MiB,1.938GiB,9.96%,42.4MB,41.9MB,90.1kB,2.46MB,6
3c8ef68fae4f,sfe_drone,106.66%,190.2MiB,1.938GiB,9.58%,41.9MB,42.4MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,48.84%,197.8MiB,1.938GiB,9.96%,42.4MB,41.9MB,90.1kB,2.46MB,6
3c8ef68fae4f,sfe_drone,94.19%,190.3MiB,1.938GiB,9.59%,41.9MB,42.4MB,86kB,2.27MB,7
4792b602a5f2,sfe_laptop,100.33%,197.8MiB,1.938GiB,9.96%,42.4MB,41.9MB,90.1kB,2.46MB,6
3c8ef68fae4f,sfe_drone,94.19%,190.3MiB,1.938GiB,9.59%,41.9MB,42.4MB,86kB,2.27MB,7
4792b602a5f2,sfe_laptop,100.33%,197.8MiB,1.938GiB,9.96%,42.4MB,41.9MB,90.1kB,2.46MB,6
3c8ef68fae4f,sfe_drone,51.53%,204.4MiB,1.938GiB,10.30%,42MB,42.5MB,86kB,2.27MB,7
4792b602a5f2,sfe_laptop,110.83%,207MiB,1.938GiB,10.43%,42.5MB,42MB,90.1kB,2.46MB,6
3c8ef68fae4f,sfe_drone,51.53%,204.4MiB,1.938GiB,10.30%,42MB,42.5MB,86kB,2.27MB,7
4792b602a5f2,sfe_laptop,110.83%,207MiB,1.938GiB,10.43%,42.5MB,42MB,90.1kB,2.46MB,6
3c8ef68fae4f,sfe_drone,60.60%,213.7MiB,1.938GiB,10.76%,42.1MB,42.6MB,86kB,2.27MB,7
4792b602a5f2,sfe_laptop,106.81%,216.4MiB,1.938GiB,10.90%,42.6MB,42.1MB,90.1kB,2.46MB,6
3c8ef68fae4f,sfe_drone,60.60%,213.7MiB,1.938GiB,10.76%,42.1MB,42.6MB,86kB,2.27MB,7
4792b602a5f2,sfe_laptop,106.81%,216.4MiB,1.938GiB,10.90%,42.6MB,42.1MB,90.1kB,2.46MB,6
3c8ef68fae4f,sfe_drone,25.55%,213.9MiB,1.938GiB,10.78%,42.2MB,42.6MB,86kB,2.27MB,11
4792b602a5f2,sfe_laptop,106.39%,216.7MiB,1.938GiB,10.92%,42.6MB,42.2MB,90.1kB,2.46MB,12
3c8ef68fae4f,sfe_drone,25.55%,213.9MiB,1.938GiB,10.78%,42.2MB,42.6MB,86kB,2.27MB,11
4792b602a5f2,sfe_laptop,106.39%,216.7MiB,1.938GiB,10.92%,42.6MB,42.2MB,90.1kB,2.46MB,12
3c8ef68fae4f,sfe_drone,101.00%,225.9MiB,1.938GiB,11.38%,42.3MB,42.7MB,86kB,2.27MB,11
4792b602a5f2,sfe_laptop,106.97%,229.1MiB,1.938GiB,11.54%,42.7MB,42.3MB,90.1kB,2.46MB,12
3c8ef68fae4f,sfe_drone,101.00%,225.9MiB,1.938GiB,11.38%,42.3MB,42.7MB,86kB,2.27MB,11
4792b602a5f2,sfe_laptop,106.97%,229.1MiB,1.938GiB,11.54%,42.7MB,42.3MB,90.1kB,2.46MB,12
3c8ef68fae4f,sfe_drone,36.55%,232.3MiB,1.938GiB,11.70%,42.3MB,42.8MB,86kB,2.27MB,7
4792b602a5f2,sfe_laptop,100.56%,235MiB,1.938GiB,11.84%,42.8MB,42.3MB,90.1kB,2.46MB,6
3c8ef68fae4f,sfe_drone,36.55%,232.3MiB,1.938GiB,11.70%,42.3MB,42.8MB,86kB,2.27MB,7
4792b602a5f2,sfe_laptop,100.56%,235MiB,1.938GiB,11.84%,42.8MB,42.3MB,90.1kB,2.46MB,6
3c8ef68fae4f,sfe_drone,0.82%,232.3MiB,1.938GiB,11.70%,42.3MB,42.8MB,86kB,2.27MB,7
4792b602a5f2,sfe_laptop,100.19%,235MiB,1.938GiB,11.84%,42.8MB,42.3MB,90.1kB,2.46MB,6
3c8ef68fae4f,sfe_drone,0.82%,232.3MiB,1.938GiB,11.70%,42.3MB,42.8MB,86kB,2.27MB,7
4792b602a5f2,sfe_laptop,100.19%,235MiB,1.938GiB,11.84%,42.8MB,42.3MB,90.1kB,2.46MB,6
3c8ef68fae4f,sfe_drone,27.63%,232.6MiB,1.938GiB,11.72%,42.4MB,42.8MB,86kB,2.27MB,11
4792b602a5f2,sfe_laptop,106.07%,235.3MiB,1.938GiB,11.85%,42.8MB,42.4MB,90.1kB,2.46MB,12
3c8ef68fae4f,sfe_drone,27.63%,232.6MiB,1.938GiB,11.72%,42.4MB,42.8MB,86kB,2.27MB,11
4792b602a5f2,sfe_laptop,106.07%,235.3MiB,1.938GiB,11.85%,42.8MB,42.4MB,90.1kB,2.46MB,12
3c8ef68fae4f,sfe_drone,105.33%,250.8MiB,1.938GiB,12.64%,42.5MB,43MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,72.50%,253.7MiB,1.938GiB,12.78%,43MB,42.5MB,90.1kB,2.46MB,6
3c8ef68fae4f,sfe_drone,105.33%,250.8MiB,1.938GiB,12.64%,42.5MB,43MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,72.50%,253.7MiB,1.938GiB,12.78%,43MB,42.5MB,90.1kB,2.46MB,6
3c8ef68fae4f,sfe_drone,35.81%,250.9MiB,1.938GiB,12.64%,42.5MB,43MB,86kB,2.27MB,7
4792b602a5f2,sfe_laptop,100.54%,253.7MiB,1.938GiB,12.78%,43MB,42.5MB,90.1kB,2.46MB,6
3c8ef68fae4f,sfe_drone,35.81%,250.9MiB,1.938GiB,12.64%,42.5MB,43MB,86kB,2.27MB,7
4792b602a5f2,sfe_laptop,100.54%,253.7MiB,1.938GiB,12.78%,43MB,42.5MB,90.1kB,2.46MB,6
3c8ef68fae4f,sfe_drone,19.51%,251MiB,1.938GiB,12.65%,42.5MB,43MB,86kB,2.27MB,11
4792b602a5f2,sfe_laptop,104.94%,253.8MiB,1.938GiB,12.79%,43MB,42.5MB,90.1kB,2.46MB,12
3c8ef68fae4f,sfe_drone,19.51%,251MiB,1.938GiB,12.65%,42.5MB,43MB,86kB,2.27MB,11
4792b602a5f2,sfe_laptop,104.94%,253.8MiB,1.938GiB,12.79%,43MB,42.5MB,90.1kB,2.46MB,12
3c8ef68fae4f,sfe_drone,103.88%,260.1MiB,1.938GiB,13.10%,42.6MB,43.1MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,98.23%,262.9MiB,1.938GiB,13.24%,43.1MB,42.6MB,90.1kB,2.46MB,6
3c8ef68fae4f,sfe_drone,103.88%,260.1MiB,1.938GiB,13.10%,42.6MB,43.1MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,98.23%,262.9MiB,1.938GiB,13.24%,43.1MB,42.6MB,90.1kB,2.46MB,6
3c8ef68fae4f,sfe_drone,99.93%,260.1MiB,1.938GiB,13.10%,42.6MB,43.1MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,81.19%,262.9MiB,1.938GiB,13.25%,43.1MB,42.6MB,90.1kB,2.46MB,8
3c8ef68fae4f,sfe_drone,99.93%,260.1MiB,1.938GiB,13.10%,42.6MB,43.1MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,81.19%,262.9MiB,1.938GiB,13.25%,43.1MB,42.6MB,90.1kB,2.46MB,8
3c8ef68fae4f,sfe_drone,88.88%,269.7MiB,1.938GiB,13.59%,42.7MB,43.2MB,86kB,2.27MB,11
4792b602a5f2,sfe_laptop,102.27%,272.5MiB,1.938GiB,13.73%,43.2MB,42.7MB,90.1kB,2.46MB,12
3c8ef68fae4f,sfe_drone,88.88%,269.7MiB,1.938GiB,13.59%,42.7MB,43.2MB,86kB,2.27MB,11
4792b602a5f2,sfe_laptop,102.27%,272.5MiB,1.938GiB,13.73%,43.2MB,42.7MB,90.1kB,2.46MB,12
3c8ef68fae4f,sfe_drone,49.67%,278.9MiB,1.938GiB,14.05%,42.8MB,43.2MB,86kB,2.27MB,7
4792b602a5f2,sfe_laptop,99.82%,281.5MiB,1.938GiB,14.18%,43.2MB,42.8MB,90.1kB,2.46MB,6
3c8ef68fae4f,sfe_drone,49.67%,278.9MiB,1.938GiB,14.05%,42.8MB,43.2MB,86kB,2.27MB,7
4792b602a5f2,sfe_laptop,99.82%,281.5MiB,1.938GiB,14.18%,43.2MB,42.8MB,90.1kB,2.46MB,6
3c8ef68fae4f,sfe_drone,103.34%,288.1MiB,1.938GiB,14.51%,42.9MB,43.3MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,53.99%,290.8MiB,1.938GiB,14.65%,43.3MB,42.9MB,90.1kB,2.46MB,8
3c8ef68fae4f,sfe_drone,103.34%,288.1MiB,1.938GiB,14.51%,42.9MB,43.3MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,53.99%,290.8MiB,1.938GiB,14.65%,43.3MB,42.9MB,90.1kB,2.46MB,8
3c8ef68fae4f,sfe_drone,107.54%,297.7MiB,1.938GiB,15.00%,42.9MB,43.4MB,86kB,2.27MB,11
4792b602a5f2,sfe_laptop,38.42%,300.3MiB,1.938GiB,15.13%,43.4MB,42.9MB,90.1kB,2.46MB,12
3c8ef68fae4f,sfe_drone,107.54%,297.7MiB,1.938GiB,15.00%,42.9MB,43.4MB,86kB,2.27MB,11
4792b602a5f2,sfe_laptop,38.42%,300.3MiB,1.938GiB,15.13%,43.4MB,42.9MB,90.1kB,2.46MB,12
3c8ef68fae4f,sfe_drone,18.34%,297.4MiB,1.938GiB,14.98%,42.9MB,43.4MB,86kB,2.27MB,7
4792b602a5f2,sfe_laptop,100.72%,300.1MiB,1.938GiB,15.12%,43.4MB,42.9MB,90.1kB,2.46MB,6
3c8ef68fae4f,sfe_drone,18.34%,297.4MiB,1.938GiB,14.98%,42.9MB,43.4MB,86kB,2.27MB,7
4792b602a5f2,sfe_laptop,100.72%,300.1MiB,1.938GiB,15.12%,43.4MB,42.9MB,90.1kB,2.46MB,6
3c8ef68fae4f,sfe_drone,106.51%,306.7MiB,1.938GiB,15.45%,43MB,43.5MB,86kB,2.27MB,7
4792b602a5f2,sfe_laptop,109.13%,309.4MiB,1.938GiB,15.59%,43.5MB,43MB,90.1kB,2.46MB,6
3c8ef68fae4f,sfe_drone,106.51%,306.7MiB,1.938GiB,15.45%,43MB,43.5MB,86kB,2.27MB,7
4792b602a5f2,sfe_laptop,109.13%,309.4MiB,1.938GiB,15.59%,43.5MB,43MB,90.1kB,2.46MB,6
3c8ef68fae4f,sfe_drone,61.82%,316MiB,1.938GiB,15.92%,43.1MB,43.6MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,106.45%,318.7MiB,1.938GiB,16.05%,43.6MB,43.1MB,90.1kB,2.46MB,6
3c8ef68fae4f,sfe_drone,61.82%,316MiB,1.938GiB,15.92%,43.1MB,43.6MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,106.45%,318.7MiB,1.938GiB,16.05%,43.6MB,43.1MB,90.1kB,2.46MB,6
3c8ef68fae4f,sfe_drone,48.38%,316.2MiB,1.938GiB,15.93%,43.2MB,43.7MB,86kB,2.27MB,11
4792b602a5f2,sfe_laptop,105.95%,319MiB,1.938GiB,16.07%,43.7MB,43.2MB,90.1kB,2.46MB,12
3c8ef68fae4f,sfe_drone,48.38%,316.2MiB,1.938GiB,15.93%,43.2MB,43.7MB,86kB,2.27MB,11
4792b602a5f2,sfe_laptop,105.95%,319MiB,1.938GiB,16.07%,43.7MB,43.2MB,90.1kB,2.46MB,12
3c8ef68fae4f,sfe_drone,68.95%,334.6MiB,1.938GiB,16.85%,43.3MB,43.8MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,106.96%,337.3MiB,1.938GiB,16.99%,43.8MB,43.3MB,90.1kB,2.46MB,6
3c8ef68fae4f,sfe_drone,68.95%,334.6MiB,1.938GiB,16.85%,43.3MB,43.8MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,106.96%,337.3MiB,1.938GiB,16.99%,43.8MB,43.3MB,90.1kB,2.46MB,6
3c8ef68fae4f,sfe_drone,49.37%,334.6MiB,1.938GiB,16.86%,43.3MB,43.8MB,86kB,2.27MB,7
4792b602a5f2,sfe_laptop,99.85%,337.3MiB,1.938GiB,16.99%,43.8MB,43.3MB,90.1kB,2.46MB,6
3c8ef68fae4f,sfe_drone,49.37%,334.6MiB,1.938GiB,16.86%,43.3MB,43.8MB,86kB,2.27MB,7
4792b602a5f2,sfe_laptop,99.85%,337.3MiB,1.938GiB,16.99%,43.8MB,43.3MB,90.1kB,2.46MB,6
3c8ef68fae4f,sfe_drone,85.02%,343.9MiB,1.938GiB,17.32%,43.4MB,43.9MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,106.45%,346.6MiB,1.938GiB,17.46%,43.9MB,43.4MB,90.1kB,2.46MB,6
3c8ef68fae4f,sfe_drone,85.02%,343.9MiB,1.938GiB,17.32%,43.4MB,43.9MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,106.45%,346.6MiB,1.938GiB,17.46%,43.9MB,43.4MB,90.1kB,2.46MB,6
3c8ef68fae4f,sfe_drone,100.10%,344MiB,1.938GiB,17.33%,43.4MB,43.9MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,100.00%,346.6MiB,1.938GiB,17.46%,43.9MB,43.4MB,90.1kB,2.46MB,6
3c8ef68fae4f,sfe_drone,100.10%,344MiB,1.938GiB,17.33%,43.4MB,43.9MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,100.00%,346.6MiB,1.938GiB,17.46%,43.9MB,43.4MB,90.1kB,2.46MB,6
3c8ef68fae4f,sfe_drone,100.10%,344MiB,1.938GiB,17.33%,43.4MB,43.9MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,77.28%,346.8MiB,1.938GiB,17.47%,43.9MB,43.4MB,90.1kB,2.46MB,12
3c8ef68fae4f,sfe_drone,100.40%,344.1MiB,1.938GiB,17.34%,43.4MB,43.9MB,86kB,2.27MB,11
4792b602a5f2,sfe_laptop,77.28%,346.8MiB,1.938GiB,17.47%,43.9MB,43.4MB,90.1kB,2.46MB,12
3c8ef68fae4f,sfe_drone,100.40%,344.1MiB,1.938GiB,17.34%,43.4MB,43.9MB,86kB,2.27MB,11
4792b602a5f2,sfe_laptop,77.28%,346.8MiB,1.938GiB,17.47%,43.9MB,43.4MB,90.1kB,2.46MB,12
3c8ef68fae4f,sfe_drone,99.31%,353.2MiB,1.938GiB,17.79%,43.5MB,44MB,86kB,2.27MB,7
4792b602a5f2,sfe_laptop,106.54%,355.8MiB,1.938GiB,17.93%,44MB,43.5MB,90.1kB,2.47MB,6
3c8ef68fae4f,sfe_drone,99.31%,353.2MiB,1.938GiB,17.79%,43.5MB,44MB,86kB,2.27MB,7
4792b602a5f2,sfe_laptop,106.54%,355.8MiB,1.938GiB,17.93%,44MB,43.5MB,90.1kB,2.47MB,6
3c8ef68fae4f,sfe_drone,0.89%,353.2MiB,1.938GiB,17.79%,43.5MB,44MB,86kB,2.27MB,7
4792b602a5f2,sfe_laptop,100.04%,355.8MiB,1.938GiB,17.93%,44MB,43.5MB,90.1kB,2.47MB,6
3c8ef68fae4f,sfe_drone,0.89%,353.2MiB,1.938GiB,17.79%,43.5MB,44MB,86kB,2.27MB,7
4792b602a5f2,sfe_laptop,100.04%,355.8MiB,1.938GiB,17.93%,44MB,43.5MB,90.1kB,2.47MB,6
3c8ef68fae4f,sfe_drone,77.19%,362.5MiB,1.938GiB,18.26%,43.6MB,44.1MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,105.63%,365.3MiB,1.938GiB,18.40%,44.1MB,43.6MB,90.1kB,2.47MB,6
3c8ef68fae4f,sfe_drone,77.19%,362.5MiB,1.938GiB,18.26%,43.6MB,44.1MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,105.63%,365.3MiB,1.938GiB,18.40%,44.1MB,43.6MB,90.1kB,2.47MB,6
3c8ef68fae4f,sfe_drone,106.72%,371.7MiB,1.938GiB,18.73%,43.7MB,44.2MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,70.84%,374.5MiB,1.938GiB,18.86%,44.2MB,43.7MB,90.1kB,2.47MB,8
3c8ef68fae4f,sfe_drone,106.72%,371.7MiB,1.938GiB,18.73%,43.7MB,44.2MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,70.84%,374.5MiB,1.938GiB,18.86%,44.2MB,43.7MB,90.1kB,2.47MB,8
3c8ef68fae4f,sfe_drone,106.21%,381.1MiB,1.938GiB,19.20%,43.8MB,44.2MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,57.67%,383.8MiB,1.938GiB,19.34%,44.3MB,43.8MB,90.1kB,2.47MB,8
3c8ef68fae4f,sfe_drone,106.21%,381.1MiB,1.938GiB,19.20%,43.8MB,44.2MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,57.67%,383.8MiB,1.938GiB,19.34%,44.3MB,43.8MB,90.1kB,2.47MB,8
3c8ef68fae4f,sfe_drone,107.24%,390.4MiB,1.938GiB,19.67%,43.8MB,44.3MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,59.33%,393MiB,1.938GiB,19.80%,44.3MB,43.8MB,90.1kB,2.47MB,8
3c8ef68fae4f,sfe_drone,107.24%,390.4MiB,1.938GiB,19.67%,43.8MB,44.3MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,59.33%,393MiB,1.938GiB,19.80%,44.3MB,43.8MB,90.1kB,2.47MB,8
3c8ef68fae4f,sfe_drone,105.97%,399.6MiB,1.938GiB,20.13%,43.9MB,44.4MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,94.61%,402.4MiB,1.938GiB,20.27%,44.4MB,43.9MB,90.1kB,2.47MB,6
3c8ef68fae4f,sfe_drone,105.97%,399.6MiB,1.938GiB,20.13%,43.9MB,44.4MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,94.61%,402.4MiB,1.938GiB,20.27%,44.4MB,43.9MB,90.1kB,2.47MB,6
3c8ef68fae4f,sfe_drone,13.30%,399.7MiB,1.938GiB,20.14%,43.9MB,44.4MB,86kB,2.27MB,7
4792b602a5f2,sfe_laptop,99.66%,402.5MiB,1.938GiB,20.28%,44.4MB,43.9MB,90.1kB,2.47MB,6
3c8ef68fae4f,sfe_drone,13.30%,399.7MiB,1.938GiB,20.14%,43.9MB,44.4MB,86kB,2.27MB,7
4792b602a5f2,sfe_laptop,99.66%,402.5MiB,1.938GiB,20.28%,44.4MB,43.9MB,90.1kB,2.47MB,6
3c8ef68fae4f,sfe_drone,55.25%,409MiB,1.938GiB,20.61%,44MB,44.5MB,86kB,2.27MB,7
4792b602a5f2,sfe_laptop,106.05%,411.7MiB,1.938GiB,20.74%,44.5MB,44MB,90.1kB,2.47MB,6
3c8ef68fae4f,sfe_drone,55.25%,409MiB,1.938GiB,20.61%,44MB,44.5MB,86kB,2.27MB,7
4792b602a5f2,sfe_laptop,106.05%,411.7MiB,1.938GiB,20.74%,44.5MB,44MB,90.1kB,2.47MB,6
3c8ef68fae4f,sfe_drone,110.01%,427.6MiB,1.938GiB,21.54%,44.2MB,44.7MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,106.23%,430.3MiB,1.938GiB,21.68%,44.7MB,44.2MB,90.1kB,2.47MB,6
3c8ef68fae4f,sfe_drone,110.01%,427.6MiB,1.938GiB,21.54%,44.2MB,44.7MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,106.23%,430.3MiB,1.938GiB,21.68%,44.7MB,44.2MB,90.1kB,2.47MB,6
3c8ef68fae4f,sfe_drone,99.98%,427.6MiB,1.938GiB,21.54%,44.2MB,44.7MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,100.34%,430.3MiB,1.938GiB,21.68%,44.7MB,44.2MB,90.1kB,2.47MB,6
3c8ef68fae4f,sfe_drone,99.98%,427.6MiB,1.938GiB,21.54%,44.2MB,44.7MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,100.34%,430.3MiB,1.938GiB,21.68%,44.7MB,44.2MB,90.1kB,2.47MB,6
3c8ef68fae4f,sfe_drone,106.72%,437MiB,1.938GiB,22.01%,44.3MB,44.8MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,49.33%,439.6MiB,1.938GiB,22.15%,44.8MB,44.3MB,90.1kB,2.47MB,8
3c8ef68fae4f,sfe_drone,106.72%,437MiB,1.938GiB,22.01%,44.3MB,44.8MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,49.33%,439.6MiB,1.938GiB,22.15%,44.8MB,44.3MB,90.1kB,2.47MB,8
3c8ef68fae4f,sfe_drone,106.19%,446.4MiB,1.938GiB,22.49%,44.4MB,44.9MB,86kB,2.27MB,11
4792b602a5f2,sfe_laptop,36.27%,449.1MiB,1.938GiB,22.62%,44.9MB,44.4MB,90.1kB,2.47MB,12
3c8ef68fae4f,sfe_drone,106.19%,446.4MiB,1.938GiB,22.49%,44.4MB,44.9MB,86kB,2.27MB,11
4792b602a5f2,sfe_laptop,36.27%,449.1MiB,1.938GiB,22.62%,44.9MB,44.4MB,90.1kB,2.47MB,12
3c8ef68fae4f,sfe_drone,100.10%,446.1MiB,1.938GiB,22.48%,44.4MB,44.9MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,86.07%,448.9MiB,1.938GiB,22.61%,44.9MB,44.4MB,90.1kB,2.47MB,8
3c8ef68fae4f,sfe_drone,100.10%,446.1MiB,1.938GiB,22.48%,44.4MB,44.9MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,86.07%,448.9MiB,1.938GiB,22.61%,44.9MB,44.4MB,90.1kB,2.47MB,8
3c8ef68fae4f,sfe_drone,100.05%,446.1MiB,1.938GiB,22.48%,44.4MB,44.9MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,0.00%,448.9MiB,1.938GiB,22.61%,44.9MB,44.4MB,90.1kB,2.47MB,8
3c8ef68fae4f,sfe_drone,100.05%,446.1MiB,1.938GiB,22.48%,44.4MB,44.9MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,0.00%,448.9MiB,1.938GiB,22.61%,44.9MB,44.4MB,90.1kB,2.47MB,8
3c8ef68fae4f,sfe_drone,106.98%,455.6MiB,1.938GiB,22.95%,44.5MB,45MB,86kB,2.27MB,5
4792b602a5f2,sfe_laptop,60.25%,458.2MiB,1.938GiB,23.09%,45MB,44.5MB,90.1kB,2.47MB,8
